timestamp,ms_played,track_name,artist_name,album_name,track_uri
2013-10-29T00:24:39Z,261340,It Must Be Love (feat. Vilx),J-BEATZ,Our Own World,spotify:track:2Ct8oHzs8V8Bh4teoaMWpO
2013-10-30T03:50:19Z,254013,Still Standing (feat. Ludacris),Monica,Still Standing,spotify:track:0cyydvImSVLGFWBAn94Qg6
2013-10-30T03:56:57Z,245713,In My Mind,Heather Headley,In My Mind,spotify:track:6NSlNryPDSICV6ER6ZRosi
2013-10-30T04:02:26Z,290666,Weak,JoJo,Jo Jo,spotify:track:12IDELFg67tDTrrySS633z
2013-10-30T04:07:46Z,233840,And I,Ciara,Goodies,spotify:track:1Jp9n1uHB72CfK31j4mEPh
2013-10-31T03:37:28Z,312984,Player,Carimi,Best of Carimi double album (Bang Bang / Nasty Bizniz),spotify:track:3nFHQGqWCt7w38cWxEO6O2
2013-10-31T15:30:05Z,497344,I Wanna Be - Live,Carimi,In Concert: Poze Aki,spotify:track:10ZnE6io1dcUv5sjGCOKwQ
2013-10-31T15:59:42Z,240440,Avec Toi,Marysa,Sensual,spotify:track:4Kx6btrRV3OV2S7Iofckyr
2013-11-01T00:03:29Z,267693,Tu me manques,Harry Diboula,Entre vous et moi (32 Hits),spotify:track:2tjdUXAQO53oMqpRoA4bwP
2013-11-01T00:34:54Z,246760,A tes cotes,Tina,Section Zouk All Stars 6,spotify:track:03OJQyfkGGAuKj31m7p1W0
2013-11-01T04:28:43Z,233880,Jesus Piece,The Game,Jesus Piece,spotify:track:1yIhFZoPNT8LcIz7n1MVHn
2013-11-01T04:36:33Z,260276,"U.O.E.N.O. (feat. Rick Ross, Future)",Rocko,Gift Of Gab 2 (Deluxe Edition),spotify:track:0HFrCOmhCYXlv4NdEwRAuj
2013-11-01T12:29:58Z,250240,Ima Boss (feat. Rick Ross),Meek Mill,"MMG Presents: Self Made, Vol. 1",spotify:track:7sjwaBQ6M3aVigYfBjm1sL
2013-11-01T14:07:04Z,268120,Big Girls Don't Cry (Personal),Fergie,The Dutchess,spotify:track:3Q4WeJmzxuDpzMu9QjQqbM
2013-11-01T14:29:00Z,221440,Dreams,GABRIELLE,Magnolia (Music from the Motion Picture),spotify:track:3nOfSqMgLPVA95N85CO6u9
2013-11-01T14:39:59Z,193160,Save Me from Myself,Christina Aguilera,Back To Basics,spotify:track:7aLQoD4MWkYQjZuTQKuT9Y
2013-11-01T14:44:39Z,279186,Run - Single Mix,Leona Lewis,Hurt: The EP,spotify:track:0jtYTJsjDnDFoLBs5aIHny
2013-11-01T15:01:58Z,208359,Why Can't I?,Liz Phair,Liz Phair,spotify:track:4z4PB23xYTg1oANmyZovsw
2013-11-01T15:16:38Z,263453,Set Fire To The Rain,ortoPilot,Covers Album Vol. 09,spotify:track:3otLjOY3SE1DhSGuhSMdsl
2013-11-01T15:20:10Z,212186,You,The Pretty Reckless,Light Me Up,spotify:track:0XaPN9mU1BgLJZhuCxzc6T
2013-11-01T15:23:20Z,189306,I'm Scared,Duffy,Rockferry,spotify:track:0ZaIBQIa1MjMMw8lEc8G2O
2013-11-01T15:37:02Z,222920,Scared of Lonely,Beyoncé,I AM...SASHA FIERCE,spotify:track:5m3MMqREtffhno6KLdpnDI
2013-11-01T15:41:17Z,254746,Feels Like Home,Edwina Hayes,Pour Me a Drink,spotify:track:111i0gGDZQ3NbXdY2dbpet
2013-11-01T16:23:23Z,240946,I Love You Always Forever,Donna Lewis,Now in a Minute,spotify:track:1PEqh7awkpuepLBSq8ZwqD
2013-11-01T16:33:04Z,182137,We Found Love - Acoustic,Tyler Ward,What They Wrote,spotify:track:16M3UPffsWXzOqDaaKhVvb
2013-11-01T17:00:10Z,219759,New York - Radio Edit,Paloma Faith,Do You Want The Truth Or Something Beautiful?,spotify:track:0Xy0S3KxaK0IcJHgryZr0h
2013-11-01T17:04:54Z,232413,I Am,Christina Aguilera,Bionic,spotify:track:4YrwVbWRGVKmBcYtC9aQvF
2013-11-01T17:10:57Z,297693,In Sleep,Lissie,Catching A Tiger,spotify:track:7i16j1Kn2xifPswxP0qZ6F
2013-11-01T18:28:50Z,195760,Everytime We Touch - Yanou's Candlelight Mix,Cascada,Everytime We Touch,spotify:track:1bBKhfRq4skr64uvEuOOVH
2013-11-03T15:43:29Z,263973,Breathe,Taylor Swift,Fearless,spotify:track:49mWEy5MgtNujgT7xU3emT
2013-11-03T15:53:07Z,211066,...Baby One More Time,Britney Spears,...Baby One More Time (Digital Deluxe Version),spotify:track:3MjUtNVVq3C8Fn0MP3zhXa
2013-11-03T15:59:27Z,204800,Stop,Spice Girls,Spiceworld,spotify:track:3FteycP8CaXS1MhjcXekVT
2013-11-03T16:19:47Z,246426,Waiting for Tonight,Jennifer Lopez,On The 6,spotify:track:5yaCquc7koPqtgj7v0lwHX
2013-11-04T00:46:08Z,254933,Black or White,Michael Jackson,Dangerous,spotify:track:7EsjkelQuoUlJXEw7SeVV4
2013-11-04T00:49:32Z,198600,Overprotected - Radio Edit,Britney Spears,Britney,spotify:track:5yCr0sNmD5iVvm4CgoPjBx
2013-11-04T01:28:19Z,348186,Et pourtant nou enmen,Eric Virgal,Pawol ek Mizik,spotify:track:30FjuTkGH4nRGU3wQ88jup
2013-11-04T14:42:29Z,346813,One And Only,Adele,21,spotify:track:4I3KMa9p00MJwWbT0vi5iX
2013-11-04T17:44:02Z,248186,Crickets,Drop City Yacht Club,Crickets,spotify:track:4dNH0javipCBw9oog57C5K
2013-11-04T20:01:08Z,280173,Hate Bein' Sober,Chief Keef,Finally Rich,spotify:track:3SuzCeGoNOWmbWOoDMou0B
2013-11-04T20:05:08Z,239280,Believe It (feat. Rick Ross),Meek Mill,Dreams and Nightmares,spotify:track:1fckqKAI9ug7U1DgQrrOop
2013-11-04T22:46:41Z,325906,Chokola,Alan Cavé,Rotary International Abidjan,spotify:track:7IIsViFUZYneEz5md6Azse
2013-11-05T16:32:28Z,228133,Yesterday,Toni Braxton,Pulse,spotify:track:6X3xWbNPpgbgHlDszTUdvS
2013-11-05T16:35:44Z,194861,Peaches & Cream (feat. P. Diddy),112,R&B Hits,spotify:track:6iajHa34cSiD5s42Cq9miJ
2013-11-05T16:43:28Z,462753,Just Fine,Mary J. Blige,Growing Pains,spotify:track:33vzOPcd9FRirYGlCu32x4
2013-11-05T16:57:51Z,235333,Unappreciated,Cherish,Unappreciated,spotify:track:5ZelMPn7vupvsTToUTvcbF
2013-11-08T14:14:42Z,325946,Famn Dous Mwen,Alan Cavé,Rotary International Abidjan,spotify:track:4Q6FqEDQ8lU893g5YbMhCP
2013-11-09T18:10:48Z,225465,Mes rêves,Regal Zouk,Section Zouk All Stars,spotify:track:52eQRCilWamSAbzRrYS06U
2013-11-10T17:34:43Z,565956,Unconditionally,Katy Perry,PRISM,spotify:track:4fwbGKNExPtPHbor1TBSY4
2013-11-12T00:44:08Z,390656,Work B**ch,Britney Spears,Work B**ch,spotify:track:2vTPWWm2Lgc6kI6a3Z3uXY
2013-11-12T01:11:04Z,250906,The Monster,Eminem,The Monster,spotify:track:72gGeQ0dZ7E8RlBeNJNJkb
2013-11-12T01:50:30Z,256360,9ice vs P Square,9ice,Versus (The Battle Line is Drawn),spotify:track:2Mygov8p4Ywf7cu2KkndIc
2013-11-12T01:55:55Z,288413,Street Credibility,9ice,Gongo Aso,spotify:track:7nG6dgUWiZFjX5pAswy7gz
2013-11-12T02:08:33Z,226426,AM I Still That Special Man?,P-Square,Game Over,spotify:track:2qbYueh2jTcjPCFHxzguIo
2013-11-12T02:18:44Z,238053,Slow Down (feat. Julius Caeser),M.I. Abaga,Mi2 the Movie,spotify:track:0DhFfBgfPwVQYbGNS5gDD6
2013-11-12T02:23:08Z,264200,Coupe Bibamba,Awilo Longomba,Africa Remix,spotify:track:3gDv1qgYHmoWZWj1u79awo
2013-11-12T02:57:32Z,264150,Je l'aime,Fanny J,"She Loves Zouk, Vol. 2",spotify:track:0d1gVigluDX8isLYoFSF8M
2013-11-12T18:51:29Z,221466,That's Why You're Beautiful,Beyoncé,I AM...SASHA FIERCE,spotify:track:22yMWV37oR5GTuP6XMummO
2013-11-12T18:57:23Z,267453,Disappear,Beyoncé,I AM...SASHA FIERCE,spotify:track:03LDjOt38LwvM9choMGGWU
2013-11-12T19:17:49Z,186826,Satellites,Beyoncé,I AM...SASHA FIERCE,spotify:track:2UBZCxvghc6M635BEKjHZe
2013-11-13T01:27:15Z,205899,The One That Got Away - Acoustic,Katy Perry,Teenage Dream: The Complete Confection,spotify:track:5jx8tCxiO0uIbo2uNia23K
2013-11-13T01:39:58Z,236600,Emotion,Destiny's Child,Survivor,spotify:track:7E6e5lZPJ5BgahnsJanAsP
2013-11-13T22:56:54Z,269266,Bugatti,Ace Hood,Trials & Tribulations,spotify:track:0uFvvXbmGIXlf5ZgtHyYpf
2013-11-13T23:41:47Z,265822,Fan'm Dous Mwen,Alan Cavé,"Les Grands Succès Zouk, Vol. 3",spotify:track:5HIVs6et4bJUnssmG7WG0b
2013-11-13T23:59:40Z,221106,The Trouble With Love Is,Kelly Clarkson,Thankful,spotify:track:09heXV6LYqcZ476eBU9mRQ
2013-11-14T00:17:29Z,253133,Freeze,Jordin Sparks,Jordin Sparks,spotify:track:6Yk8m8s1xRpKIRqDS6gt94
2013-11-14T00:20:49Z,200016,(There's Gotta Be) More To Life,Stacie Orrico,Stacie Orrico,spotify:track:2x5qF66rFO6DERBMNkQAqn
2013-11-14T00:25:00Z,250106,Spotlight,Jennifer Hudson,Jennifer Hudson,spotify:track:02QQXgeAghpU4smdM7l7We
2013-11-14T00:29:25Z,204266,Million Dollar Bill,Whitney Houston,I Look To You,spotify:track:5w4Hocwc7JXeJhtoMPJtTZ
2013-11-14T00:48:18Z,218213,Monday Morning,Melanie Fiona,The Bridge,spotify:track:77vjMJ0LBNtNy3GhD7um3F
2013-11-14T00:58:02Z,294333,Fifteen,Taylor Swift,Fearless,spotify:track:4t0OI7XrODjSkAu3bTPmWj
2013-11-14T06:30:33Z,243786,It Kills Me - Acoustic Version,Melanie Fiona,The Bridge,spotify:track:0zAWExTUS9yPPBBXqK6AFG
2013-11-15T13:23:28Z,375346,Avew map mache,Nu-Look,Big Mistake,spotify:track:054ZG4GmkjwNU4bHGnZb2y
2013-11-15T16:06:07Z,368333,Zanmi,Nickenson Prud'Homme,Kompa 2007,spotify:track:6TaP0cwdyv3KcYTuDPUrTr
2013-11-15T16:11:19Z,204426,Natirel,Sonia Dersion,Viens zouker,spotify:track:2Hox4oXJ6yJEu0mgMr34SN
2013-11-15T17:01:19Z,509178,Pouvoi - Version inédite Live In Paris,Carimi,Kompa Live (Mix Session By VJ LOU),spotify:track:3WLUvPN8OAZoHVjkmERhNB
2013-11-17T22:24:39Z,290466,Pitit Sa,Carimi,Best of Carimi double album (Bang Bang / Nasty Bizniz),spotify:track:1C4lEAF672VZIIUuoybsP8
2013-11-21T19:04:11Z,240173,Change The Record,Melanie Fiona,The MF Life,spotify:track:2EsOrfxGAEjMafUu8qLlq5
2013-11-21T19:12:59Z,380833,It Kills Me,Melanie Fiona,The Bridge,spotify:track:6qU37BgVfPhpb2rhYzZWrF
2013-11-21T19:24:14Z,251200,"Lions, Tigers & Bears",Jazmine Sullivan,Fearless,spotify:track:7zqM7Wm2xJLZ50qAnTLoHD
2013-11-21T19:29:25Z,187680,10 Seconds,Jazmine Sullivan,Love Me Back,spotify:track:26W5hzHymyTJj29lw0E9hj
2013-11-22T16:02:16Z,292440,Are you ready,Carimi,MarkG and the Heavy Hitters,spotify:track:1H9ZmvRxbsGwipaNMNlShI
2013-11-22T17:40:38Z,247546,Kwé lé kwé kwé,Zin,The Best of Zin,spotify:track:7Jtc7joBFPLoou71KWu2Jc
2013-11-24T18:12:07Z,217306,Holding You Down (Goin' in Circles),Jazmine Sullivan,Holding You Down (Goin' in Circles),spotify:track:2tmfz2Dsp6j2PXxyImIKL7
2013-11-24T18:16:20Z,252560,Need U Bad,Jazmine Sullivan,Need U Bad,spotify:track:4oOmv5Wnj3Tis7WHTpi0NO
2013-11-24T18:19:33Z,192826,Love You Long Time,Jazmine Sullivan,Love Me Back,spotify:track:4wreHWQnFC0zhJ4Xtlj3hA
2013-11-24T18:22:35Z,181533,Switch!,Jazmine Sullivan,Fearless,spotify:track:7trIVrh1zfKYcfFgtJu4Dw
2013-11-24T18:30:00Z,210640,One Night Stand,Jazmine Sullivan,Fearless,spotify:track:6q7faTuxy4IC0qyW2wRbAk
2013-11-25T00:28:56Z,205360,Ball - feat. Lil Wayne,T.I.,Trouble Man: Heavy is the Head,spotify:track:2FrBHYuuMOAQlGiyWtndMg
2013-11-25T20:08:44Z,313376,Never Make A Promise,Dru Hill,Dru Hill,spotify:track:0YPUjnI3WAkJPAsPkantHe
2013-11-27T02:23:12Z,242861,Redemption,Jazmine Sullivan,Love Me Back,spotify:track:1Kb05DZYRoU2D0x8AnKsyH
2013-11-27T02:27:07Z,233826,Fear,Jazmine Sullivan,Fearless,spotify:track:2CjvtEMujrdHP8iaV5N7oG
2013-11-27T02:35:17Z,190680,Stuttering,Jazmine Sullivan,Love Me Back,spotify:track:61WlyT5DgTyvTtv8YZaZaC
2013-11-27T02:42:08Z,216813,Luv Back,Jazmine Sullivan,Love Me Back,spotify:track:2YmWlBZtkJrUolpoteOILm
2013-11-27T03:17:00Z,257786,U Should've Known Better,Monica,After The Storm,spotify:track:0EQuu6hyNACWI7LT7N5pRv
2013-11-29T01:33:01Z,246493,Floetic,Floetry,Floetic,spotify:track:21z6OpNQIS9qD7xyty7OeR
2013-11-29T01:43:37Z,207626,There Goes My Baby,Charlie Wilson,Uncle Charlie,spotify:track:6rZsGpXDr0WsUSFitx3v8N
2013-11-29T02:40:29Z,272720,Superman,Monica,Still Standing,spotify:track:3g2ZS9Nr3QLliUFNiONcEu
2013-11-29T02:44:16Z,227640,Superstar,Keyshia Cole,The Way It Is,spotify:track:25ou1elr4LgK3KUSSMDroG
2013-11-29T02:48:58Z,253013,Where I Wanna Be,Donell Jones,The Best of Donell Jones,spotify:track:4Oek4Sft4I8s5vHZK6OJnB
2013-11-29T02:54:16Z,286773,Nothing Left To Say,Mint Condition,E-LIFE,spotify:track:2XbskGkf94kNt4XhMGUVBx
2013-11-29T02:58:02Z,225933,Sideline Ho,Monica,The Makings Of Me,spotify:track:1BCuVmocVv0cKSpPQUXDGE
2013-11-29T03:02:27Z,262226,Torn,LeToya,LeToya,spotify:track:1oC2QXxUl8JtlmZr22qYP8
2013-11-29T03:06:30Z,222053,Hopefully,Jagged Edge,The Hits,spotify:track:3GsReN130YLwjQqk6bwTl5
2013-11-29T03:11:33Z,233093,Not Anymore,LeToya,Lady Love,spotify:track:0Ku8qCpIpjEXMdRpljy9hX
2013-11-29T03:33:50Z,436880,Far Away,Marsha Ambrosius,Late Nights & Early Mornings,spotify:track:5KVbaJP4IOZmZZlj5v4jp2
2013-11-29T03:50:50Z,310693,Mother,Ashanti,The Declaration,spotify:track:2CCpimGjeJWaMoJpv9LScD
2013-11-29T04:02:35Z,306386,Love Like Honey - Amended Version,Pretty Ricky,Late Night Special,spotify:track:2K3s6pP3zfmXpUsEL3nXBY
2013-11-29T04:39:59Z,258920,Spend the Night,Donell Jones,The Best of Donell Jones,spotify:track:5LSSlGpz0qUNZNe1FWcwnH
2013-11-29T04:49:12Z,230280,Pull My Hair,Joe,"The Good, The Bad, The Sexy",spotify:track:7tp8285P9CcxKPp7fMlYmB
2013-11-29T04:53:12Z,240359,My Love,Ciara,The Evolution,spotify:track:0ghRS9RTrspni4wyl2UcYF
2013-11-29T05:30:54Z,189892,Heaven,Ginuwine,Elgin,spotify:track:0zT5xXaVqMj7TXhXHIPw1h
2013-11-29T23:51:02Z,223760,Here I Am,Monica,Still Standing,spotify:track:1xbedvhPI40imakpR920NE
2013-11-29T23:59:24Z,229946,Love All Over Me,Monica,Still Standing,spotify:track:3jmrIQTRL9ea0Xv4yCvJEJ
2013-11-30T00:03:25Z,240493,Believing In Me,Monica,Still Standing,spotify:track:5a0wcvQ2IfnlcbWFObKRpP
2013-11-30T00:08:53Z,242773,So Gone,Monica,After The Storm,spotify:track:6BIcjFZIVDZxNAcofRFPx4
2013-11-30T00:38:51Z,218310,Don't Gotta Go Home (featuring DMX) (feat. DMX),Monica,After The Storm,spotify:track:4KVrw9xmM0bxKzjSX6Cqth
2013-11-30T00:58:42Z,249493,Ain't Gonna Cry No More,Monica,After The Storm,spotify:track:5CEN9PouL4MBk18Lq3NWyy
2013-11-30T01:08:04Z,284013,Hurts the Most,Monica,After The Storm,spotify:track:3trbmMroqGc2nuq0KC2NeD
2013-11-30T01:13:07Z,272226,That's My Man,Monica,After The Storm,spotify:track:6nRkuK2VLn652KreegLxPj
2013-11-30T01:18:49Z,294786,The Boy Is Mine,Brandy,Never Say Never,spotify:track:6sHsXIJoEN5JpdkGMQDJxt
2013-11-30T01:22:13Z,204215,Ring Da Bell,Monica,The Boy Is Mine,spotify:track:0zpNBKAlZ6LCIFXospzLV1
2013-11-30T01:26:39Z,235573,The First Night,Monica,The Boy Is Mine,spotify:track:5rWzxloNXvbRPhlC1O2b6T
2013-11-30T01:31:03Z,250173,Angel of Mine,Monica,The Boy Is Mine,spotify:track:1AM1o0mKbgAK5oMpY8B3Z7
2013-11-30T01:42:51Z,245040,Ain't 2 Proud 2 Beg - Single Edit,TLC,20,spotify:track:3MnIV6yJpVvsjWHcoyR2VL
2013-11-30T02:04:30Z,257066,Waterfalls,TLC,20,spotify:track:4utZwg1iDZW7WCNETKhduY
2013-12-03T00:14:33Z,275746,Unfuckwittable,Kid Cudi,Indicud,spotify:track:3YsVbGBmzDdjwo1aDlh50a
2013-12-03T18:39:56Z,255466,I Wish I Wasn't,Heather Headley,This Is Who I Am,spotify:track:4xVTo97ZBwlT8ai9Wj8zw4
2013-12-03T19:43:58Z,576425,You Should've Told Me,Kelly Price,20th Century Masters: The Best Of Kelly Price,spotify:track:7up0X35xEtklzoK7s445xL
2013-12-03T20:04:03Z,267560,Still,Tamia,More,spotify:track:4zhmUyXRnEPNysQZCKIRKt
2013-12-03T21:05:01Z,233626,What The Water Gave Me - Demo,Florence + The Machine,Ceremonials,spotify:track:76phjSXz1MVIcJwz0ROetn
2013-12-03T21:13:06Z,232146,Rabbit Heart (Raise It Up),Florence + The Machine,Lungs,spotify:track:5RoLLyMmaEG4WiVMlp7r59
2013-12-03T21:16:44Z,185253,I'm Not Calling You A Liar,Florence + The Machine,Lungs,spotify:track:3euILOYDltKArnqpupsE1W
2013-12-03T21:20:17Z,213560,Howl,Florence + The Machine,Lungs,spotify:track:3GS8qG28p2RF6M7S5rFdx5
2013-12-04T02:31:28Z,194186,Unfoolish - Album Version (Edited),Ashanti,Ashanti,spotify:track:1Yid1jOsjDdITUUAL9I88s
2013-12-04T02:35:24Z,235239,In My Bed - Radio Edit,Dru Hill,The Best Of Dru Hill 20th Century Masters The Millennium Collection,spotify:track:11qfapMnlIrCCHVWbewuJw
2013-12-04T02:51:57Z,242462,Laundromat - Radio Edit,Nivea,Nivea,spotify:track:1kIzhTj2kFjlUAWoqFEJTi
2013-12-04T22:09:52Z,311866,Smile,Tamia,More,spotify:track:6aGZIWEoFOkzpkXtjrGCXI
2013-12-04T22:19:32Z,292506,We're Not Making Love No More,Dru Hill,Hits,spotify:track:4sAYdImDqJhuBhqxpnu7ex
2013-12-04T22:43:02Z,195600,Emotional Rollercoaster,Vivian Green,Emotional Rollercoaster,spotify:track:3FZn2eFyPG9kSTFdwUTF6r
2013-12-04T23:10:32Z,305893,Dot Com,USHER,Rhythm City Volume One: Caught Up,spotify:track:2keYYlsLGKlPxT9XfUY3uf
2013-12-04T23:15:50Z,244373,I Want It All,Trina,Amazin',spotify:track:0EzEVIGmCVucjrbCqSoh8F
2013-12-04T23:20:19Z,268160,Foolin' Around,Changing Faces,Rhino Hi-Five: Changing Faces,spotify:track:4WnGF9F6ehiH9k8iUcgyVY
2013-12-06T00:19:17Z,286880,T-Shirt & Panties,Adina Howard,The Second Coming,spotify:track:1NTTEPMrcMFhD1YUoGrta6
2013-12-06T00:32:35Z,203773,Statistics,Lyfe Jennings,I Still Believe,spotify:track:2SKrFsrNoT1CO2uBDd9Ora
2013-12-06T00:47:41Z,297640,Not Gon' Cry - from Waiting to Exhale - Original Soundtrack,Mary J. Blige,Waiting To Exhale,spotify:track:78wi1g772j8eJPEnD8rr9z
2013-12-06T16:13:32Z,254453,Separated,Avant,Best Of,spotify:track:4mqxoq5MzQUnPg9AyFlVEt
2013-12-06T17:26:40Z,200759,S.E.X. (feat. LaLa Brown),Lyfe Jennings,S.E.X. (Clean Version) (feat. LaLa Brown),spotify:track:7BgYQ4AguLPq12SMM454AD
2013-12-07T17:13:13Z,221906,Tru Love,Faith Evans,The First Lady,spotify:track:2GroBW9RFnwFuK4cKZYnKD
2013-12-07T17:17:57Z,251760,Nobody (feat. Athena Cage) - Single Version; 2007 Remaster,Keith Sweat,The Best of Keith Sweat: Make You Sweat,spotify:track:02UYYPOGSBXxGEMce927XV
2013-12-07T23:02:40Z,285386,Stranger in My House,Tamia,A Nu Day,spotify:track:08GOEVXupC6ECbulhPGQKm
2013-12-11T00:58:37Z,247213,25 Reasons,Nivea,Nivea,spotify:track:43W0MINZasumrBNgcJbuC6
2013-12-11T03:48:42Z,227626,I Pray (Never Forget),Amanda Perez,I Pray,spotify:track:3ZlGwCGlf0pMHZhEHpa3wJ
2013-12-14T15:04:06Z,221454,La La La,Naughty Boy,La La La,spotify:track:1CcTBs5sc6tCvGXsULeqMy
2013-12-14T15:39:12Z,303826,Animals - Extended,Martin Garrix,Animals,spotify:track:6JEntXLt4z98CcDtIH9sU7
2013-12-14T15:47:00Z,245493,Story of My Life,One Direction,Midnight Memories (Deluxe),spotify:track:4nVBt6MZDDP6tRVdQTgxJg
2013-12-14T21:17:45Z,184373,Under Control (feat. Hurts),Calvin Harris,Under Control (feat. Hurts),spotify:track:352zfYbDFG8sxkmOAhVeuj
2013-12-14T23:34:28Z,204053,Timber (feat. Ke$ha),Pitbull,Timber (feat. Ke$ha),spotify:track:1zHlj4dQ8ZAtrayhuDDmkY
2013-12-15T22:56:25Z,337466,If You,Silk,Tonight,spotify:track:5DwP705ZZWaTQ8olnVtD0b
2013-12-15T23:34:44Z,266306,Suavemente,Elvis Crespo,Suavemente...Los Exitos,spotify:track:1YwPNemawMgGe6sF4U0FTE
2013-12-17T00:25:33Z,208793,What Kind Of Man Would I Be,Mint Condition,Definition Of A Band,spotify:track:5qR3pYQIC10S7aD2YBjgui
2013-12-17T00:29:10Z,212413,Stop Calling Me,Cherish,Unappreciated,spotify:track:1rLeqQxnLGXKBiDmoYmAnm
2013-12-17T00:37:30Z,293013,I Wish You Loved Me,Tynisha Keli,The Chronicles Of TK [Japanese Edition],spotify:track:2KsOotB3cHPTO4dB07dlJp
2013-12-17T23:40:44Z,190728,Pieces Of Me,Ledisi,Pieces Of Me,spotify:track:6aVJQcBuTixMKRbpZYdohf
2013-12-18T00:40:00Z,242277,Nobody's Supposed to Be Here,Deborah Cox,One Wish,spotify:track:51QxenFmXlJXUN9mpvxlaL
2013-12-18T14:04:49Z,207167,The Point Of It All,Anthony Hamilton,The Point Of It All,spotify:track:3be5ey9pSoqLBu6UNtoRCc
2013-12-18T22:58:59Z,234493,Wanna Get Up,Jeremih,All About You,spotify:track:1pheCrdqr5BneUjdpwjSWc
2013-12-18T23:14:47Z,190914,T-Shirt,Destiny's Child,Destiny Fulfilled,spotify:track:5Y3Wgg5kKR1jt39z0GD4BQ
2013-12-18T23:19:08Z,255013,We Got Hood Love,Mary J. Blige,Stronger withEach Tear,spotify:track:34BZia17vZT4gtvEpr87IV
2013-12-18T23:49:48Z,264866,Like I Love You,Melanie Fiona,The MF Life,spotify:track:662lEGafC5iVFQWktO4Bbm
2013-12-18T23:53:08Z,199600,Wish Your Love Away,Brandy,Two Eleven (Deluxe Version),spotify:track:7Hms7xBu3FJqbruhShB2zt
2013-12-19T01:53:33Z,287102,Lie About Us,Avant,Best Of,spotify:track:4AHOCV36lsY6QlYMMsZuJd
2013-12-19T04:42:42Z,240392,I'm Not Your Toy,La Roux,La Roux,spotify:track:36kPoK0FNjoY7Ncw5PdEJL
2013-12-19T04:54:38Z,186266,Quicksand - Standard Version,La Roux,Quicksand - EP,spotify:track:3H5lk4lyHGbuawt9wgrX8D
2013-12-19T05:00:42Z,204666,Tigerlily,La Roux,La Roux,spotify:track:6pJBPqv5B6DgCHKY92GPo4
2013-12-19T05:07:15Z,393262,You and I,Ingrid Michaelson,Be OK,spotify:track:4oeRfmp9XpKWym6YD1WvBP
2013-12-19T15:51:45Z,203853,You Know You Like It,AlunaGeorge,Body Music,spotify:track:5lvR6TZ3qurC609aMQlNsB
2013-12-20T04:58:25Z,193933,So Good,Destiny's Child,The Writing's On The Wall,spotify:track:1pLJSpfeHXsIyJS1BmKrrr
2013-12-20T05:05:09Z,207818,We Gon' Fight,Jennifer Hudson,Jennifer Hudson,spotify:track:4FMiMa7X13J0y5ue1MYAnf
2013-12-20T05:33:26Z,464508,The Title,Ciara,Goodies,spotify:track:0YZA5BcnpgJN5ybBHb4F7K
2013-12-20T17:21:24Z,470185,Try Sleeping With a Broken Heart,Alicia Keys,Try Sleeping With a Broken Heart,spotify:track:1AfIvBuCvld4lhvGFYsICV
2013-12-20T17:46:19Z,292153,One Last Cry,Brian McKnight,Brian McKnight,spotify:track:3l9OCOG3Vt6c2lxeMyGSIY
2013-12-20T17:52:04Z,238173,Far Away,Nickelback,All the Right Reasons,spotify:track:0G53JYumT2vVxRGOtROlXk
2013-12-20T17:59:44Z,193040,Fix a Heart,Demi Lovato,Unbroken,spotify:track:0fMhhdMdbC94rHHK63jwWu
2013-12-20T18:02:48Z,185388,Sorry Seems To Be The Hardest Word,Blue,Best Of Blue,spotify:track:6F9jdzX7CfixvCsCkW7zw9
2013-12-20T18:10:00Z,187234,Bad Religion,Frank Ocean,channel ORANGE,spotify:track:2pMPWE7PJH1PizfgGRMnR9
2013-12-20T18:28:32Z,285040,Someone Like You,Adele,21,spotify:track:4kflIGfjdZJW4ot2ioixTB
2013-12-20T18:33:55Z,309160,The Scientist,Coldplay,A Rush of Blood to the Head,spotify:track:75JFxkI2RXiU7L9VXzMkle
2013-12-20T18:37:06Z,191963,Stay,Sara Bareilles,Once Upon Another Time,spotify:track:24xqELXbmKDFLKkR3271jb
2013-12-20T18:55:36Z,264939,I Don't Wanna Cry,Mariah Carey,The Essential Mariah Carey,spotify:track:5n3RHHR4uXMYnVK1vHg1Ep
2013-12-20T19:06:48Z,238199,Somebody That I Used to Know,Boyce Avenue,"New Acoustic Sessions, Vol. 3",spotify:track:4Fn6sWJ59YQ5SkVNYM3POS
2013-12-20T19:10:08Z,200248,The Only One For Me,Brian McKnight,1989-2002 From There To Here,spotify:track:5r9csCp47CtkKXQbXj9Pnq
2013-12-20T19:14:54Z,274875,Total Eclipse Of The Heart - Re-Recorded,Bonnie Tyler,Total Eclipse of the Heart,spotify:track:1V5Re0Gc3rBsbMnU67NxdQ
2013-12-20T19:22:02Z,187346,The Breakup Song,Wale,More About Nothing,spotify:track:55Z0KHz393KzGcHDwdFVoR
2013-12-20T19:26:03Z,200991,Torn,Natalie Imbruglia,Left Of The Middle / White Lillies Island,spotify:track:3ywzBUkk3b616VzM4I5PzL
2013-12-20T19:57:11Z,198626,Unbroken,Demi Lovato,Unbroken,spotify:track:7iLokTaYXjghjKpxzbIg9C
2013-12-20T20:13:38Z,273546,Together,Demi Lovato,Unbroken,spotify:track:3N4WwagA2EJlXyX3tuQgU2
2013-12-20T22:53:56Z,196093,Made In The USA,Demi Lovato,Demi,spotify:track:6SjCa7LhEpPNiCxe3bLln4
